Cod,Ano Letivo,Serie,Andamento adesao,Situacao,Matricula,Escola
24393,2023,6,ELEGIVEL,Dep.neste ano,202332150647961,CE MANUEL DE ABREU
24394,2023,6,ELEGIVEL,Dep.neste ano,202332170301392,EE MENEZES VIEIRA
24395,2023,6,ELEGIVEL,Aprovado,202332170300906,EE MENEZES VIEIRA
24396,2023,6,ELEGIVEL,Aprovado,202332100447622,CE HILARIO RIBEIRO
24397,2023,1,ELEGIVEL,Aprovado,202032100413210,CE HILARIO RIBEIRO
24398,2023,1,ELEGIVEL,Aprovado,202131870920132,CE MANUEL DE ABREU
24399,2023,1,ELEGIVEL,Reprovado,202231860518095,CE GUILHERME BRIGGS
24400,2023,6,ELEGIVEL,Aprovado,202332100455641,CE HILARIO RIBEIRO
24401,2023,3,ELEGIVEL,Não avaliado,202119340625510,CE DAVID CAPISTRANO
24402,2023,2,ELEGIVEL,Não avaliado,202219340653436,CE DAVID CAPISTRANO
24403,2023,6,ELEGIVEL,Aprovado,202332050446873,CE EMBAIXADOR RAUL FERNANDES
24404,2023,2,ELEGIVEL,Não avaliado,201732090242330,CE FERNANDO MAGALHAES
24405,2023,9,ELEGIVEL,Não avaliado,202131960581752,CE FERNANDO MAGALHAES
24406,2023,8,ELEGIVEL,Não avaliado,202132090296454,CE FERNANDO MAGALHAES
24407,2023,1,CONCLUIDA,Aprovado,202132130426264,CE MACHADO DE ASSIS
24408,2023,6,PRE-INSCRITO,Aprovado,202331890547170,CE MACHADO DE ASSIS
24409,2023,8,PRE-INSCRITO,Aprovado,202032100410797,CE MACHADO DE ASSIS
24410,2023,1,ELEGIVEL,Dep.neste ano,201931890474672,CE MACHADO DE ASSIS
24411,2023,2,CONCLUIDA,Aprovado,202206880454441,CE MACHADO DE ASSIS
24412,2023,3,ELEGIVEL,Aprovado,201431890375540,IE PROFESSOR ISMAEL COUTINHO
24413,2023,1,PRE-INSCRITO,Não avaliado,202319340656423,CE DAVID CAPISTRANO
24414,2023,1,ELEGIVEL,Não avaliado,202319340657233,CE DAVID CAPISTRANO
24415,2023,1,ELEGIVEL,Não avaliado,202331881692007,CE DAVID CAPISTRANO
24416,2023,1,CONCLUIDA,Não avaliado,202319340657586,CE DAVID CAPISTRANO
24417,2023,2,ELEGIVEL,Não avaliado,202201321141589,CE RAUL VIDAL
24418,2023,2,ELEGIVEL,Dep.neste ano,201932010400310,CE MACHADO DE ASSIS
24419,2023,6,ELEGIVEL,Aprovado,202332150646998,CE MANUEL DE ABREU
24420,2023,2,ELEGIVEL,Não avaliado,202119340627897,CE DAVID CAPISTRANO
24421,2023,1,ELEGIVEL,Não avaliado,202131881583795,CE DAVID CAPISTRANO
24422,2023,9,ELEGIVEL,Reprovado,202231890540781,CE MACHADO DE ASSIS
24423,2023,1,ELEGIVEL,Transferido,202231881679012,CE MACHADO DE ASSIS
24424,2023,8,INSCRICAO PARCIAL,Aprovado,202231890543888,CE MACHADO DE ASSIS
24425,2023,6,ELEGIVEL,Aprovado,202332300593410,IE PROFESSOR ISMAEL COUTINHO
24426,2023,1,ELEGIVEL,Não avaliado,201929510562955,CE DAVID CAPISTRANO
24427,2023,3,ELEGIVEL,Não avaliado,202231881649024,LICEU NILO PECANHA
24428,2023,1,ELEGIVEL,Não avaliado,201931890480310,LICEU NILO PECANHA
24429,2023,8,ELEGIVEL,Aprovado,202332010429498,EE DOUTOR MEMORIA
24430,2023,8,CONCLUIDA,Não avaliado,202132140662866,CE LEOPOLDO FROES
24431,2023,8,CONCLUIDA,Não avaliado,202232140678408,CE LEOPOLDO FROES
24432,2023,6,ELEGIVEL,Não avaliado,202332140698911,CE LEOPOLDO FROES
24433,2023,6,ELEGIVEL,Não avaliado,202332140709466,CE LEOPOLDO FROES
24434,2023,8,ELEGIVEL,Não avaliado,202116170157483,CIEP 307 DJANIRA
24435,2023,9,ELEGIVEL,Não avaliado,202131870917859,CE JOAQUIM TAVORA
24436,2023,7,ELEGIVEL,Não avaliado,202231870926498,CE JOAQUIM TAVORA
24437,2023,6,ELEGIVEL,Não avaliado,202331870949249,CE JOAQUIM TAVORA
24438,2023,6,PRE-INSCRITO,Não avaliado,202332160517449,CE JOAQUIM TAVORA
24439,2023,9,ELEGIVEL,Aprovado,202032290338618,CE ZULEIKA RAPOSO VALLADARES
24440,2023,3,ELEGIVEL,Aprovado,202332290364715,CE ZULEIKA RAPOSO VALLADARES
24441,2023,8,ELEGIVEL,Reprovado,202232290359588,CE ZULEIKA RAPOSO VALLADARES
24442,2023,6,ELEGIVEL,Não avaliado,202315930386081,CIEP 448 RUY FRAZAO SOARES
24443,2023,1,CONCLUIDA,Não avaliado,201915930296654,CIEP 448 RUY FRAZAO SOARES
24444,2023,6,ELEGIVEL,Não avaliado,202316170192419,CIEP 448 RUY FRAZAO SOARES
24445,2023,6,ELEGIVEL,Não avaliado,202331940831500,CE BALTAZAR BERNARDINO
24446,2023,9,ELEGIVEL,Não avaliado,202232270147836,CE BALTAZAR BERNARDINO
24447,2023,6,ELEGIVEL,Não avaliado,202315930383309,CIEP 448 RUY FRAZAO SOARES
24448,2023,9,ELEGIVEL,Não avaliado,202031940775741,CE BALTAZAR BERNARDINO
24449,2023,6,ELEGIVEL,Aprovado,202331960611468,CE CIZINIO SOARES PINTO
24450,2023,1,ELEGIVEL,Não avaliado,201931930392280,CE ALMIRANTE TAMANDARE
24451,2023,6,ELEGIVEL,Não avaliado,202331930478352,CE ALMIRANTE TAMANDARE
24452,2023,8,ELEGIVEL,Não avaliado,202131930442381,CE ALMIRANTE TAMANDARE
24453,2023,6,ELEGIVEL,Aprovado,202232150622731,CE MANUEL DE ABREU
24454,2023,2,VALOR DEPOSITADO,Aprovado,201632170205461,CE MANUEL DE ABREU
24455,2023,7,ELEGIVEL,Reprovado,202131850866876,EE MENEZES VIEIRA
24456,2023,9,ELEGIVEL,Dep.neste ano,202232290353628,EE MENEZES VIEIRA
24457,2023,6,ELEGIVEL,Aprovado,202332170303093,EE MENEZES VIEIRA
24458,2023,7,ELEGIVEL,Dep.neste ano e outros,202232170296481,EE MENEZES VIEIRA
24459,2023,8,ELEGIVEL,Dep.neste ano,202132170285475,EE MENEZES VIEIRA
24460,2023,6,ELEGIVEL,Transferido,202331900531417,EE MENEZES VIEIRA
24461,2023,6,ELEGIVEL,Aprovado,202332100446065,CE HILARIO RIBEIRO
24462,2023,3,ELEGIVEL,Aprovado,201831940688364,CE HILARIO RIBEIRO
24463,2023,1,ELEGIVEL,Reprovado,202232100442187,CE HILARIO RIBEIRO
24464,2023,6,ELEGIVEL,Aprovado,202332100460211,CE HILARIO RIBEIRO
24465,2023,6,ELEGIVEL,Aprovado,202332100455803,CE HILARIO RIBEIRO
24466,2023,8,ELEGIVEL,Aprovado,202232100431061,CE HILARIO RIBEIRO
24467,2023,3,ELEGIVEL,Não avaliado,202119340632210,CE DAVID CAPISTRANO
24468,2023,2,INSCRICAO PARCIAL,Não avaliado,201832170231757,LICEU NILO PECANHA
24469,2023,9,ELEGIVEL,Aprovado,202031890506637,CE MACHADO DE ASSIS
24470,2023,7,ELEGIVEL,Aprovado,202231890539010,CE MACHADO DE ASSIS
24471,2023,9,PRE-INSCRITO,Dep.neste ano,202015950507942,CE MACHADO DE ASSIS
24472,2023,6,ELEGIVEL,Dep.neste ano,202331890547413,CE MACHADO DE ASSIS
24473,2023,6,CONCLUIDA,Aprovado,202332300593908,IE PROFESSOR ISMAEL COUTINHO
24474,2023,6,PRE-INSCRITO,Aprovado,202332300597067,IE PROFESSOR ISMAEL COUTINHO
24475,2023,3,ELEGIVEL,Não avaliado,201919340581639,CE DAVID CAPISTRANO
24476,2023,1,ELEGIVEL,Não avaliado,202319340658396,CE DAVID CAPISTRANO
24477,2023,1,ELEGIVEL,Não avaliado,202319340658477,CE DAVID CAPISTRANO
24478,2023,1,ELEGIVEL,Não avaliado,202219340649242,CE DAVID CAPISTRANO
24479,2023,2,CONCLUIDA,Não avaliado,202231881637110,LICEU NILO PECANHA
24480,2023,6,ELEGIVEL,Não avaliado,202332130439458,CE JOSE BONIFACIO
24481,2023,6,ELEGIVEL,Não avaliado,202316170192842,CIEP 307 DJANIRA
24482,2023,3,ELEGIVEL,Não avaliado,201729510498200,CIEP 307 DJANIRA
24483,2023,1,ELEGIVEL,Não avaliado,201916170121123,CIEP 307 DJANIRA
24484,2023,6,ELEGIVEL,Não avaliado,202216170173221,CIEP 307 DJANIRA
24487,2023,2,ELEGIVEL,Não avaliado,201830750342531,CE PAULO ASSIS RIBEIRO
24488,2023,2,ELEGIVEL,Não avaliado,200917820038376,CE PAULO ASSIS RIBEIRO
24489,2023,6,ELEGIVEL,Aprovado,202332010424501,EE DOUTOR MEMORIA
24490,2023,8,ELEGIVEL,Dep.neste ano,202132010416113,EE DOUTOR MEMORIA
24491,2023,6,ELEGIVEL,Aprovado,202332290360132,CE ZULEIKA RAPOSO VALLADARES
24492,2023,1,ELEGIVEL,Dep.neste ano,202317730130268,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
24493,2023,8,ELEGIVEL,Não avaliado,202032140642001,CE BALTAZAR BERNARDINO
24494,2023,1,ELEGIVEL,Dep.neste ano e outros,202331840361413,CE BRIGADEIRO CASTRIOTO
24495,2023,6,ELEGIVEL,Não avaliado,202332050449112,CE CONSELHEIRO JOSINO
24496,2023,2,ELEGIVEL,Não avaliado,202031850840080,CE CONSELHEIRO JOSINO
24497,2023,7,ELEGIVEL,Não avaliado,202231970355166,CE CONSELHEIRO JOSINO
24498,2023,1,ELEGIVEL,Não avaliado,202219340654408,CE CONSELHEIRO JOSINO
24499,2023,2,INSCRICAO PARCIAL,Não avaliado,202231970353546,CE CONSELHEIRO JOSINO
24500,2023,6,ELEGIVEL,Não avaliado,202331930482546,CE ALMIRANTE TAMANDARE
24501,2023,9,ELEGIVEL,Não avaliado,202032160483261,CE ALMIRANTE TAMANDARE
24502,2023,6,VALOR DEPOSITADO,Aprovado,202332150659542,CE MANUEL DE ABREU
24503,2023,6,ELEGIVEL,Não avaliado,202331900525956,CE MULLULO DA VEIGA
24504,2023,3,ELEGIVEL,Não avaliado,202132050438215,CE MULLULO DA VEIGA
24505,2023,1,ELEGIVEL,Não avaliado,201932100377201,CE MULLULO DA VEIGA
24506,2023,2,ELEGIVEL,Aprovado,201829470476210,CE HILARIO RIBEIRO
24507,2023,6,INSCRICAO PARCIAL,Reprovado,202331940835840,CE MANUEL DE ABREU
24508,2023,8,ELEGIVEL,Reprovado,202032290340353,EE MENEZES VIEIRA
24509,2023,6,ELEGIVEL,Aprovado,202332100457695,CE HILARIO RIBEIRO
24510,2023,6,ELEGIVEL,Aprovado,202332100447381,CE HILARIO RIBEIRO
24511,2023,1,EMAIL NAO CONFIRMADO,Transferido,201832010390010,CE MACHADO DE ASSIS
24512,2023,8,ELEGIVEL,Reprovado,202117820457123,CE MACHADO DE ASSIS
24513,2023,9,ELEGIVEL,Aprovado,202332100457342,CE HILARIO RIBEIRO
24514,2023,8,ELEGIVEL,Aprovado,202129780559056,CE HILARIO RIBEIRO
24515,2023,2,ELEGIVEL,Aprovado,201732100331780,CE HILARIO RIBEIRO
24516,2023,6,PRE-INSCRITO,Aprovado,202332050447098,CE EMBAIXADOR RAUL FERNANDES
24517,2023,1,ELEGIVEL,Abandonou,201732050395381,CE EMBAIXADOR RAUL FERNANDES
24518,2023,9,PRE-INSCRITO,Aprovado,202032050431151,CE EMBAIXADOR RAUL FERNANDES
24519,2023,6,PRE-INSCRITO,Aprovado,202331890545471,CE MACHADO DE ASSIS
24520,2023,6,INSCRICAO PARCIAL,Aprovado,202332100446910,CE MACHADO DE ASSIS
24521,2023,6,ELEGIVEL,Dep.neste ano,202331890554622,CE MACHADO DE ASSIS
24522,2023,6,ELEGIVEL,Dep.neste ano,202331890552689,CE MACHADO DE ASSIS
24523,2023,3,ELEGIVEL,Aprovado,202131890512927,CE MACHADO DE ASSIS
24524,2023,6,ELEGIVEL,Aprovado,202332300594041,IE PROFESSOR ISMAEL COUTINHO
24525,2023,6,ELEGIVEL,Aprovado,202332300597910,IE PROFESSOR ISMAEL COUTINHO
24526,2023,3,CONCLUIDA,Não avaliado,202119340616429,CE DAVID CAPISTRANO
24527,2023,3,ELEGIVEL,Não avaliado,202131881574109,LICEU NILO PECANHA
24528,2023,1,ELEGIVEL,Não avaliado,202332261140995,CE RAUL VIDAL
24529,2023,6,ELEGIVEL,Não avaliado,202332130447477,CE JOSE BONIFACIO
24530,2023,6,ELEGIVEL,Não avaliado,202316170199010,CIEP 307 DJANIRA
24531,2023,1,ELEGIVEL,Não avaliado,201916170118173,CIEP 307 DJANIRA
24532,2023,1,ELEGIVEL,Não avaliado,202017820443363,CE PAULO ASSIS RIBEIRO
24533,2023,6,ELEGIVEL,Reprovado,202332010430313,EE DOUTOR MEMORIA
24534,2023,9,ELEGIVEL,Aprovado,201931890479712,EE DOUTOR MEMORIA
24535,2023,6,ELEGIVEL,Aprovado,202332010425239,EE DOUTOR MEMORIA
24536,2023,7,ELEGIVEL,Dep.neste ano,202232010418724,EE DOUTOR MEMORIA
24537,2023,6,ELEGIVEL,Aprovado,202332230570432,CE PINTO LIMA
24538,2023,6,ELEGIVEL,Dep.neste ano,202332010427606,EE DOUTOR MEMORIA
24539,2023,7,ELEGIVEL,Não avaliado,202231870926307,CE JOAQUIM TAVORA
24540,2023,6,ELEGIVEL,Dep.neste ano,202332290361961,CE ZULEIKA RAPOSO VALLADARES
24541,2023,9,ELEGIVEL,Aprovado,202032290340434,CE ZULEIKA RAPOSO VALLADARES
24542,2023,2,ELEGIVEL,Aprovado,202231881641716,CE CONSELHEIRO MACEDO SOARES
24543,2023,1,ELEGIVEL,Dep.neste ano,201831900470015,CE CONSELHEIRO MACEDO SOARES
24544,2023,3,ELEGIVEL,Não avaliado,201431870613421,CIEP 448 RUY FRAZAO SOARES
24545,2023,8,ELEGIVEL,Não avaliado,202216170184347,CIEP 448 RUY FRAZAO SOARES
24546,2023,7,ELEGIVEL,Não avaliado,202231940821142,CE BALTAZAR BERNARDINO
24547,2023,8,ELEGIVEL,Não avaliado,202031940778929,CE BALTAZAR BERNARDINO
24548,2023,9,ELEGIVEL,Não avaliado,202031940771835,CE BALTAZAR BERNARDINO
24549,2023,6,ELEGIVEL,Não avaliado,202331940839838,CE BALTAZAR BERNARDINO
24550,2023,6,ELEGIVEL,Não avaliado,202331940830881,CE BALTAZAR BERNARDINO
24551,2023,1,ELEGIVEL,Abandonou,202331960612863,CE CIZINIO SOARES PINTO
24552,2023,3,ELEGIVEL,Reprovado,201731960497010,CE CIZINIO SOARES PINTO
24553,2023,6,ELEGIVEL,Reprovado,202332150656012,CE MANUEL DE ABREU
24554,2023,2,PRE-INSCRITO,Aprovado,202231881667359,CE MANUEL DE ABREU
24555,2023,6,ELEGIVEL,Aprovado,202332100451220,CE HILARIO RIBEIRO
24556,2023,6,ELEGIVEL,Não avaliado,202232130435227,CE JOSE BONIFACIO
24557,2023,9,ELEGIVEL,Não avaliado,202032130414367,CE JOSE BONIFACIO
24558,2023,7,ELEGIVEL,Não avaliado,202316170200454,CIEP 307 DJANIRA
24559,2023,3,ELEGIVEL,Não avaliado,201731830791253,CE PAULO ASSIS RIBEIRO
24560,2023,6,ELEGIVEL,Não avaliado,202316170197992,CIEP 450 DI CAVALCANTI
24561,2023,1,ELEGIVEL,Não avaliado,201817810082576,CE RAUL VIDAL
24562,2023,3,ELEGIVEL,Não avaliado,202132261073144,CE RAUL VIDAL
24563,2023,7,ELEGIVEL,Aprovado,202231850885710,CE CONSELHEIRO MACEDO SOARES
24564,2023,8,ELEGIVEL,Não avaliado,202115930347725,CIEP 448 RUY FRAZAO SOARES
24565,2023,8,PRE-INSCRITO,Não avaliado,202115930346168,CIEP 448 RUY FRAZAO SOARES
24566,2023,6,ELEGIVEL,Não avaliado,202315930387053,CIEP 448 RUY FRAZAO SOARES
24567,2023,9,ELEGIVEL,Não avaliado,201932100383287,CE JOSE BONIFACIO
24568,2023,2,ELEGIVEL,Não avaliado,202231970353899,CIEP 307 DJANIRA
24569,2023,6,ELEGIVEL,Não avaliado,202316170190718,CIEP 307 DJANIRA
24570,2023,2,ELEGIVEL,Não avaliado,201716170099745,CIEP 307 DJANIRA
24571,2023,9,ELEGIVEL,Não avaliado,201831940659771,CIEP 307 DJANIRA
24572,2023,1,ELEGIVEL,Não avaliado,201731870766438,CE PAULO ASSIS RIBEIRO
24573,2023,3,ELEGIVEL,Não avaliado,202070130033201,CE PAULO ASSIS RIBEIRO
24574,2023,6,ELEGIVEL,Transferido,202329960285526,EE DOUTOR MEMORIA
24575,2023,8,ELEGIVEL,Reprovado,202332010431123,EE DOUTOR MEMORIA
24576,2023,1,CONCLUIDA,Aprovado,202332290359983,CE ZULEIKA RAPOSO VALLADARES
24577,2023,2,PRE-INSCRITO,Aprovado,202232290351846,CE ZULEIKA RAPOSO VALLADARES
24578,2023,8,ELEGIVEL,Dep.neste ano,202232290358182,CE ZULEIKA RAPOSO VALLADARES
24579,2023,6,ELEGIVEL,Reprovado,202331850921853,CE CONSELHEIRO MACEDO SOARES
24580,2023,3,ELEGIVEL,Aprovado,201731850672721,CE CONSELHEIRO MACEDO SOARES
24581,2023,1,ELEGIVEL,Reprovado,202317730128018,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
24582,2023,2,INSCRICAO PARCIAL,Aprovado,201932170261636,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
24583,2023,2,ELEGIVEL,Não avaliado,201932140606384,CE RAUL VIDAL
24584,2023,6,ELEGIVEL,Não avaliado,202331970361881,CE CONSELHEIRO JOSINO
24585,2023,8,ELEGIVEL,Não avaliado,202231970351510,CE CONSELHEIRO JOSINO
24586,2023,6,ELEGIVEL,Não avaliado,202331970359478,CE CONSELHEIRO JOSINO
24587,2023,6,ELEGIVEL,Não avaliado,202331970359397,CE CONSELHEIRO JOSINO
24588,2023,9,ELEGIVEL,Não avaliado,202331970362010,CE CONSELHEIRO JOSINO
24589,2023,3,ELEGIVEL,Não avaliado,202131970345717,CE CONSELHEIRO JOSINO
24590,2023,2,ELEGIVEL,Não avaliado,202131970347760,CE CONSELHEIRO JOSINO
24591,2023,7,ELEGIVEL,Não avaliado,202231930466374,CE ALMIRANTE TAMANDARE
24592,2023,7,ELEGIVEL,Não avaliado,202231930468237,CE ALMIRANTE TAMANDARE
24593,2023,8,ELEGIVEL,Não avaliado,202131850861998,CE ALMIRANTE TAMANDARE
24594,2023,6,ELEGIVEL,Não avaliado,202331900531174,CE MULLULO DA VEIGA
24595,2023,6,ELEGIVEL,Não avaliado,202331900532650,CE MULLULO DA VEIGA
24596,2023,2,ELEGIVEL,Não avaliado,202219340638399,CE DAVID CAPISTRANO
24597,2023,3,PRE-INSCRITO,Não avaliado,201732270097126,LICEU NILO PECANHA
24598,2023,2,PRE-INSCRITO,Não avaliado,202331881712059,LICEU NILO PECANHA
24599,2023,6,ELEGIVEL,Reprovado,202332010426472,EE DOUTOR MEMORIA
24600,2023,6,ELEGIVEL,Não avaliado,202332140704820,CE LEOPOLDO FROES
24601,2023,6,ELEGIVEL,Não avaliado,202332140694841,CE LEOPOLDO FROES
24602,2023,7,ELEGIVEL,Não avaliado,202216170174031,CIEP 307 DJANIRA
24603,2023,1,ELEGIVEL,Reprovado,201932230516546,CE PINTO LIMA
24604,2023,8,ELEGIVEL,Aprovado,202232230560661,CE PINTO LIMA
24605,2023,6,PRE-INSCRITO,Dep.neste ano,202332230564033,CE PINTO LIMA
24606,2023,1,CONCLUIDA,Dep.neste ano,201932230517610,CE PINTO LIMA
24607,2023,6,ELEGIVEL,Não avaliado,202332090309230,CE JOAQUIM TAVORA
24608,2023,6,ELEGIVEL,Não avaliado,202331870960803,CE JOAQUIM TAVORA
24609,2023,3,ELEGIVEL,Aprovado,202232290359235,CE ZULEIKA RAPOSO VALLADARES
24610,2023,3,ELEGIVEL,Aprovado,202131850872510,CE CONSELHEIRO MACEDO SOARES
24611,2023,3,ELEGIVEL,Não avaliado,201729510494991,CIEP 448 RUY FRAZAO SOARES
24612,2023,6,ELEGIVEL,Não avaliado,202315930383910,CIEP 448 RUY FRAZAO SOARES
24613,2023,2,ELEGIVEL,Não avaliado,202116170164269,CIEP 448 RUY FRAZAO SOARES
24614,2023,9,ELEGIVEL,Não avaliado,202015930333612,CIEP 448 RUY FRAZAO SOARES
24615,2023,6,ELEGIVEL,Não avaliado,202331940833473,CE BALTAZAR BERNARDINO
24616,2023,6,ELEGIVEL,Aprovado,202331960612944,CE CIZINIO SOARES PINTO
24617,2023,3,ELEGIVEL,Abandonou,201632300394331,CE CIZINIO SOARES PINTO
24618,2023,6,ELEGIVEL,Não avaliado,202331930483356,CE ALMIRANTE TAMANDARE
24619,2023,8,ELEGIVEL,Não avaliado,202115930345358,CE ALMIRANTE TAMANDARE
24620,2023,1,ELEGIVEL,Não avaliado,202331930491710,CE ALMIRANTE TAMANDARE
24621,2023,3,ELEGIVEL,Não avaliado,202131930452261,CE ALMIRANTE TAMANDARE
24622,2023,6,VALOR DEPOSITADO,Aprovado,202332150659895,CE MANUEL DE ABREU
24623,2023,1,ELEGIVEL,Reprovado,202132150618576,CE MANUEL DE ABREU
24624,2023,6,ELEGIVEL,Aprovado,202332170302011,EE MENEZES VIEIRA
24625,2023,7,INSCRICAO PARCIAL,Não avaliado,202215930368613,CIEP 448 RUY FRAZAO SOARES
24626,2023,6,ELEGIVEL,Não avaliado,202331940830296,CE BALTAZAR BERNARDINO
24627,2023,6,PRE-INSCRITO,Não avaliado,202331940841573,CE BALTAZAR BERNARDINO
24628,2023,9,EMAIL NAO CONFIRMADO,Abandonou,202031930433661,CE CIZINIO SOARES PINTO
24629,2023,1,ELEGIVEL,Aprovado,202331960613754,CE CIZINIO SOARES PINTO
24630,2023,7,ELEGIVEL,Aprovado,202231960605682,CE CIZINIO SOARES PINTO
24631,2023,3,ELEGIVEL,Não avaliado,201915930303710,CE ALMIRANTE TAMANDARE
24632,2023,6,ELEGIVEL,Dep.neste ano,202332170299630,EE MENEZES VIEIRA
24633,2023,6,ELEGIVEL,Aprovado,202332150655393,CE MANUEL DE ABREU
24634,2023,7,PRE-INSCRITO,Aprovado,202217820473052,CE MANUEL DE ABREU
24635,2023,1,ELEGIVEL,Reprovado,202331890547091,CE MACHADO DE ASSIS
24636,2023,7,ELEGIVEL,Aprovado,202231890533815,CE MACHADO DE ASSIS
24637,2023,7,ELEGIVEL,Transferido,202131890521594,CE MACHADO DE ASSIS
24638,2023,6,ELEGIVEL,Aprovado,202331890551798,CE MACHADO DE ASSIS
24639,2023,6,ELEGIVEL,Dep.neste ano,202331890548819,CE MACHADO DE ASSIS
24640,2023,2,ELEGIVEL,Reprovado,202131890526553,CE GUILHERME BRIGGS
24641,2023,7,ELEGIVEL,Aprovado,202232100430091,CE HILARIO RIBEIRO
24642,2023,6,PRE-INSCRITO,Aprovado,202332100460130,CE HILARIO RIBEIRO
24643,2023,6,ELEGIVEL,Aprovado,202332100445093,CE HILARIO RIBEIRO
24644,2023,1,ELEGIVEL,Não avaliado,202319340672542,CE DAVID CAPISTRANO
24645,2023,6,ELEGIVEL,Não avaliado,202332090312710,CE FERNANDO MAGALHAES
24646,2023,6,ELEGIVEL,Reprovado,202331890557052,CE MACHADO DE ASSIS
24647,2023,6,PRE-INSCRITO,Dep.neste ano,202331890546522,CE MACHADO DE ASSIS
24648,2023,6,ELEGIVEL,Aprovado,202331890546794,CE MACHADO DE ASSIS
24649,2023,6,CONCLUIDA,Aprovado,202331890546603,CE MACHADO DE ASSIS
24650,2023,6,ELEGIVEL,Aprovado,202332300592774,IE PROFESSOR ISMAEL COUTINHO
24651,2023,7,ELEGIVEL,Aprovado,202232300586565,IE PROFESSOR ISMAEL COUTINHO
24652,2023,1,INSCRICAO PARCIAL,Não avaliado,202319340664795,CE DAVID CAPISTRANO
24653,2023,9,PRE-INSCRITO,Não avaliado,202032130413042,CE JOSE BONIFACIO
24654,2023,6,ELEGIVEL,Não avaliado,202332130449178,CE JOSE BONIFACIO
24655,2023,9,ELEGIVEL,Não avaliado,202015930337110,CIEP 448 RUY FRAZAO SOARES
24656,2023,6,ELEGIVEL,Não avaliado,202331940833201,CE BALTAZAR BERNARDINO
24657,2023,8,ELEGIVEL,Não avaliado,202131940789854,CE BALTAZAR BERNARDINO
24658,2023,9,ELEGIVEL,Não avaliado,202031930415841,CE ALMIRANTE TAMANDARE
24659,2023,1,ELEGIVEL,Não avaliado,202331930477976,CE ALMIRANTE TAMANDARE
24660,2023,7,VALOR DEPOSITADO,Aprovado,202232150622227,CE MANUEL DE ABREU
24661,2023,6,CONCLUIDA,Reprovado,202331940834445,CE MANUEL DE ABREU
24662,2023,8,ELEGIVEL,Dep.neste ano,201932170251169,EE MENEZES VIEIRA
24663,2023,9,ELEGIVEL,Dep.neste ano,202332170305460,EE MENEZES VIEIRA
24664,2023,9,ELEGIVEL,Aprovado,202032170266288,EE MENEZES VIEIRA
24665,2023,1,ELEGIVEL,Aprovado,201931890489513,CE HILARIO RIBEIRO
24666,2023,3,ELEGIVEL,Não avaliado,202131881578791,LICEU NILO PECANHA
24667,2023,6,ELEGIVEL,Não avaliado,202332261149781,CE RAUL VIDAL
24668,2023,1,ELEGIVEL,Não avaliado,202032130418435,CE JOSE BONIFACIO
24669,2023,6,ELEGIVEL,Não avaliado,202332130438310,CE JOSE BONIFACIO
24670,2023,2,ELEGIVEL,Não avaliado,202000070003010,CE PAULO ASSIS RIBEIRO
24671,2023,2,ELEGIVEL,Não avaliado,202131960588765,CE PAULO ASSIS RIBEIRO
24672,2023,6,ELEGIVEL,Não avaliado,202317820496237,CIEP 450 DI CAVALCANTI
24673,2023,6,ELEGIVEL,Não avaliado,202317820487246,CIEP 450 DI CAVALCANTI
24674,2023,6,ELEGIVEL,Reprovado,202332010424267,EE DOUTOR MEMORIA
24675,2023,2,INSCRICAO PARCIAL,Aprovado,202131890520199,CE ZULEIKA RAPOSO VALLADARES
24676,2023,2,ELEGIVEL,Reprovado,202131850880610,CE CONSELHEIRO MACEDO SOARES
24677,2023,7,PRE-INSCRITO,Não avaliado,202215930369010,CIEP 448 RUY FRAZAO SOARES
24678,2023,9,ELEGIVEL,Não avaliado,201915930299599,CIEP 448 RUY FRAZAO SOARES
24679,2023,6,ELEGIVEL,Aprovado,202331960614564,CE CIZINIO SOARES PINTO
24680,2023,3,ELEGIVEL,Não avaliado,202131930447421,CE ALMIRANTE TAMANDARE
24681,2023,9,ELEGIVEL,Não avaliado,202331930481493,CE ALMIRANTE TAMANDARE
24682,2023,1,ELEGIVEL,Não avaliado,201832030134317,CE ALMIRANTE TAMANDARE
24683,2023,2,PRE-INSCRITO,Aprovado,201832150518643,CE MANUEL DE ABREU
24684,2023,6,ELEGIVEL,Aprovado,202332100453789,CE HILARIO RIBEIRO
24685,2023,6,ELEGIVEL,Aprovado,202332100445761,CE HILARIO RIBEIRO
24686,2023,1,ELEGIVEL,Não avaliado,202331960614310,CE PROFESSORA ALCINA RODRIGUES LIMA
24687,2023,3,ELEGIVEL,Não avaliado,201932260971837,CE RAUL VIDAL
24688,2023,3,ELEGIVEL,Não avaliado,201732130374510,CE JOSE BONIFACIO
24689,2023,1,PRE-INSCRITO,Não avaliado,202017820441824,CE PAULO ASSIS RIBEIRO
24690,2023,2,PRE-INSCRITO,Não avaliado,200917820035270,CE PAULO ASSIS RIBEIRO
24691,2023,6,ELEGIVEL,Não avaliado,202317820488722,CIEP 450 DI CAVALCANTI
24692,2023,6,ELEGIVEL,Não avaliado,202317820484816,CIEP 450 DI CAVALCANTI
